,Category,Citation Category,Year,Count
857,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Web, Mobile and Multimedia Technologies",2005,24
858,"Architecture, Embedded Systems and Electronics, Robotics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,26
859,"Architecture, Embedded Systems and Electronics, Robotics","Architecture, Embedded Systems and Electronics, Robotics",2005,256
860,"Architecture, Embedded Systems and Electronics, Robotics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,16
861,"Architecture, Embedded Systems and Electronics, Robotics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,88
862,"Architecture, Embedded Systems and Electronics, Robotics","Computational Theory, Algorithms and Mathematics",2005,52
863,"Architecture, Embedded Systems and Electronics, Robotics",Graphics and Computer-Aided Design,2005,8
864,"Architecture, Embedded Systems and Electronics, Robotics","Hardware, Power and Energy",2005,155
865,"Architecture, Embedded Systems and Electronics, Robotics",Human Computer Interaction,2005,6
866,"Architecture, Embedded Systems and Electronics, Robotics",Networks and Communications,2005,200
867,"Architecture, Embedded Systems and Electronics, Robotics",Security and Privacy,2005,16
868,"Architecture, Embedded Systems and Electronics, Robotics",Society and the Computing Profession,2005,10
869,"Architecture, Embedded Systems and Electronics, Robotics",Software Engineering and Programming Languages,2005,239
870,"Architecture, Embedded Systems and Electronics, Robotics","Web, Mobile and Multimedia Technologies",2005,15
871,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,25
872,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Architecture, Embedded Systems and Electronics, Robotics",2005,11
873,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,286
874,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,76
875,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Computational Theory, Algorithms and Mathematics",2005,51
876,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Graphics and Computer-Aided Design,2005,495
877,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Hardware, Power and Energy",2005,45
878,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Human Computer Interaction,2005,30
879,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Networks and Communications,2005,7
880,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Security and Privacy,2005,6
881,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Society and the Computing Profession,2005,6
882,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Software Engineering and Programming Languages,2005,10
883,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Web, Mobile and Multimedia Technologies",2005,7
884,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,77
885,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Architecture, Embedded Systems and Electronics, Robotics",2005,18
886,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,102
887,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,671
888,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Computational Theory, Algorithms and Mathematics",2005,79
889,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Graphics and Computer-Aided Design,2005,0
890,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Hardware, Power and Energy",2005,48
891,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Human Computer Interaction,2005,53
892,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Networks and Communications,2005,30
893,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Security and Privacy,2005,14
894,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Society and the Computing Profession,2005,10
895,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Software Engineering and Programming Languages,2005,53
896,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Web, Mobile and Multimedia Technologies",2005,31
897,"Computational Theory, Algorithms and Mathematics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,39
898,"Computational Theory, Algorithms and Mathematics","Architecture, Embedded Systems and Electronics, Robotics",2005,15
899,"Computational Theory, Algorithms and Mathematics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,102
900,"Computational Theory, Algorithms and Mathematics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,86
901,"Computational Theory, Algorithms and Mathematics","Computational Theory, Algorithms and Mathematics",2005,210
902,"Computational Theory, Algorithms and Mathematics",Graphics and Computer-Aided Design,2005,279
903,"Computational Theory, Algorithms and Mathematics","Hardware, Power and Energy",2005,11
904,"Computational Theory, Algorithms and Mathematics",Human Computer Interaction,2005,3
905,"Computational Theory, Algorithms and Mathematics",Networks and Communications,2005,45
906,"Computational Theory, Algorithms and Mathematics",Security and Privacy,2005,17
907,"Computational Theory, Algorithms and Mathematics",Society and the Computing Profession,2005,2
908,"Computational Theory, Algorithms and Mathematics",Software Engineering and Programming Languages,2005,82
909,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2005,8
910,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,19
911,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2005,15
912,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,180
913,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,6
914,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2005,46
915,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2005,898
916,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2005,11
917,Graphics and Computer-Aided Design,Human Computer Interaction,2005,57
918,Graphics and Computer-Aided Design,Networks and Communications,2005,2
919,Graphics and Computer-Aided Design,Security and Privacy,2005,1
920,Graphics and Computer-Aided Design,Society and the Computing Profession,2005,5
921,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2005,13
922,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2005,1
923,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,46
924,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2005,94
925,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2005,54
926,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2005,37
927,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2005,60
928,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2005,11
929,"Hardware, Power and Energy","Hardware, Power and Energy",2005,531
930,"Hardware, Power and Energy",Human Computer Interaction,2005,14
931,"Hardware, Power and Energy",Networks and Communications,2005,139
932,"Hardware, Power and Energy",Security and Privacy,2005,18
933,"Hardware, Power and Energy",Society and the Computing Profession,2005,12
934,"Hardware, Power and Energy",Software Engineering and Programming Languages,2005,62
935,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2005,1
936,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2005,88
